LOKALNYID,ULICA_LOKALNYID,ULICA_NAZWA,NUMER_ADR,KOD_POCZTOWY,ETYKIETA_NAZWA_SKROCONA
pa_18687,ul_1505,ul. Anioła Ślązaka,3a,52-423,Ślązaka 3a
pa_21249,ul_1505,ul. Anioła Ślązaka,4,52-423,Ślązaka 4
pa_12392,ul_1505,ul. Anioła Ślązaka,4a,52-423,Ślązaka 4a
pa_12956,ul_1505,ul. Anioła Ślązaka,5,52-423,Ślązaka 5
pa_11083,ul_1505,ul. Anioła Ślązaka,6,52-423,Ślązaka 6
pa_25649,ul_1505,ul. Anioła Ślązaka,7,52-423,Ślązaka 7
pa_40699,ul_1505,ul. Anioła Ślązaka,8,52-423,Ślązaka 8
pa_12197,ul_1120,ul. Ślepa,10,54-025,Ślepa 10
pa_57385,ul_1120,ul. Ślepa,12,54-025,Ślepa 12
pa_35277,ul_1120,ul. Ślepa,4,54-025,Ślepa 4
pa_7513,ul_1120,ul. Ślepa,5,54-025,Ślepa 5
pa_41613,ul_1120,ul. Ślepa,6,54-025,Ślepa 6
pa_38885,ul_1120,ul. Ślepa,7,54-025,Ślepa 7
pa_22009,ul_1120,ul. Ślepa,8,54-025,Ślepa 8
pa_45050,ul_708,ul. Władysława Ślewińskiego,10,51-639,Ślewińskiego 10
pa_42166,ul_708,ul. Władysława Ślewińskiego,10a,51-639,Ślewińskiego 10a
pa_33930,ul_708,ul. Władysława Ślewińskiego,11,51-639,Ślewińskiego 11
pa_39264,ul_708,ul. Władysława Ślewińskiego,12/14,51-639,Ślewińskiego 12/14
pa_49269,ul_708,ul. Władysława Ślewińskiego,13,51-639,Ślewińskiego 13
pa_52918,ul_708,ul. Władysława Ślewińskiego,15,51-639,Ślewińskiego 15
pa_52030,ul_708,ul. Władysława Ślewińskiego,16,51-639,Ślewińskiego 16
pa_30810,ul_708,ul. Władysława Ślewińskiego,17,51-639,Ślewińskiego 17
pa_56368,ul_708,ul. Władysława Ślewińskiego,18,51-639,Ślewińskiego 18
pa_38826,ul_708,ul. Władysława Ślewińskiego,19,51-639,Ślewińskiego 19
pa_29825,ul_708,ul. Władysława Ślewińskiego,20,51-639,Ślewińskiego 20
pa_29086,ul_708,ul. Władysława Ślewińskiego,21,51-639,Ślewińskiego 21
pa_37188,ul_708,ul. Władysława Ślewińskiego,22,51-639,Ślewińskiego 22
pa_55174,ul_708,ul. Władysława Ślewińskiego,5,51-639,Ślewińskiego 5
pa_33737,ul_708,ul. Władysława Ślewińskiego,6,51-639,Ślewińskiego 6
pa_10205,ul_708,ul. Władysława Ślewińskiego,7,51-639,Ślewińskiego 7
pa_40161,ul_708,ul. Władysława Ślewińskiego,8,51-639,Ślewińskiego 8
pa_37129,ul_708,ul. Władysława Ślewińskiego,8a,51-639,Ślewińskiego 8a
pa_47131,ul_708,ul. Władysława Ślewińskiego,9,51-639,Ślewińskiego 9
pa_5838,ul_1121,ul. Ślęzoujście,10,54-105,Ślęzoujście 10
pa_72166,ul_1121,ul. Ślęzoujście,10a,54-105,Ślęzoujście 10a
pa_72167,ul_1121,ul. Ślęzoujście,10b,54-105,Ślęzoujście 10b
pa_72168,ul_1121,ul. Ślęzoujście,10c,54-105,Ślęzoujście 10c
pa_5839,ul_1121,ul. Ślęzoujście,12,54-105,Ślęzoujście 12
pa_89192,ul_1121,ul. Ślęzoujście,12a,54-105,Ślęzoujście 12a
pa_89193,ul_1121,ul. Ślęzoujście,12b,54-105,Ślęzoujście 12b
pa_89212,ul_1121,ul. Ślęzoujście,12c,54-105,Ślęzoujście 12c
pa_58286,ul_1121,ul. Ślęzoujście,1-3,54-105,Ślęzoujście 1-3
pa_42321,ul_1121,ul. Ślęzoujście,13-15,54-105,Ślęzoujście 13-15
pa_56358,ul_1121,ul. Ślęzoujście,14,54-105,Ślęzoujście 14
pa_1073,ul_1121,ul. Ślęzoujście,14a,54-105,Ślęzoujście 14a
pa_4467,ul_1121,ul. Ślęzoujście,16,54-105,Ślęzoujście 16
pa_4464,ul_1121,ul. Ślęzoujście,17,54-105,Ślęzoujście 17
pa_90552,ul_1121,ul. Ślęzoujście,17a,54-105,Ślęzoujście 17a
pa_90572,ul_1121,ul. Ślęzoujście,17b,54-105,Ślęzoujście 17b
pa_90592,ul_1121,ul. Ślęzoujście,17c,54-105,Ślęzoujście 17c
pa_5718,ul_1121,ul. Ślęzoujście,18,54-105,Ślęzoujście 18
pa_5221,ul_1121,ul. Ślęzoujście,19,54-105,Ślęzoujście 19
pa_90612,ul_1121,ul. Ślęzoujście,19a,54-105,Ślęzoujście 19a
pa_90632,ul_1121,ul. Ślęzoujście,19b,54-105,Ślęzoujście 19b
pa_90652,ul_1121,ul. Ślęzoujście,19c,54-105,Ślęzoujście 19c
pa_112633,ul_1121,ul. Ślęzoujście,20,54-105,Ślęzoujście 20
pa_90672,ul_1121,ul. Ślęzoujście,21,54-105,Ślęzoujście 21
pa_90692,ul_1121,ul. Ślęzoujście,21a,54-105,Ślęzoujście 21a
pa_90712,ul_1121,ul. Ślęzoujście,21b,54-105,Ślęzoujście 21b
pa_90732,ul_1121,ul. Ślęzoujście,21c,54-105,Ślęzoujście 21c
pa_112634,ul_1121,ul. Ślęzoujście,22,54-105,Ślęzoujście 22
pa_5847,ul_1121,ul. Ślęzoujście,23-25,54-105,Ślęzoujście 23-25
pa_112635,ul_1121,ul. Ślęzoujście,24,54-105,Ślęzoujście 24
pa_112637,ul_1121,ul. Ślęzoujście,26,54-105,Ślęzoujście 26
pa_5269,ul_1121,ul. Ślęzoujście,27,54-105,Ślęzoujście 27
pa_112638,ul_1121,ul. Ślęzoujście,28,54-105,Ślęzoujście 28
pa_4607,ul_1121,ul. Ślęzoujście,29,54-105,Ślęzoujście 29
pa_112639,ul_1121,ul. Ślęzoujście,30,54-105,Ślęzoujście 30
pa_112640,ul_1121,ul. Ślęzoujście,32,54-105,Ślęzoujście 32
pa_112641,ul_1121,ul. Ślęzoujście,34,54-105,Ślęzoujście 34
pa_112642,ul_1121,ul. Ślęzoujście,36,54-105,Ślęzoujście 36
pa_112643,ul_1121,ul. Ślęzoujście,38,54-105,Ślęzoujście 38
pa_28762,ul_1121,ul. Ślęzoujście,4,54-105,Ślęzoujście 4
pa_112644,ul_1121,ul. Ślęzoujście,40,54-105,Ślęzoujście 40
pa_112645,ul_1121,ul. Ślęzoujście,42,54-105,Ślęzoujście 42
pa_31727,ul_1121,ul. Ślęzoujście,43,54-105,Ślęzoujście 43
pa_8843,ul_1121,ul. Ślęzoujście,47,54-105,Ślęzoujście 47
pa_47585,ul_1121,ul. Ślęzoujście,5,54-105,Ślęzoujście 5
pa_46625,ul_1121,ul. Ślęzoujście,5a,54-105,Ślęzoujście 5a
pa_43718,ul_1121,ul. Ślęzoujście,6,54-105,Ślęzoujście 6
pa_12935,ul_1121,ul. Ślęzoujście,7,54-105,Ślęzoujście 7
pa_45810,ul_1121,ul. Ślęzoujście,8,54-105,Ślęzoujście 8
pa_26028,ul_1121,ul. Ślęzoujście,9-11,54-105,Ślęzoujście 9-11
pa_27233,ul_1122,ul. Ślężańska,11,54-153,Ślężańska 11
pa_49379,ul_1122,ul. Ślężańska,11a,54-153,Ślężańska 11a
pa_28657,ul_1122,ul. Ślężańska,13,54-153,Ślężańska 13
pa_18269,ul_1122,ul. Ślężańska,15,54-153,Ślężańska 15
pa_44620,ul_1122,ul. Ślężańska,17,54-153,Ślężańska 17
pa_8491,ul_1122,ul. Ślężańska,19,54-153,Ślężańska 19
pa_22145,ul_1122,ul. Ślężańska,19a,54-153,Ślężańska 19a
pa_26060,ul_1122,ul. Ślężańska,21,54-153,Ślężańska 21
pa_57700,ul_1122,ul. Ślężańska,23,54-153,Ślężańska 23
pa_59097,ul_1122,ul. Ślężańska,23a,54-153,Ślężańska 23a
pa_18834,ul_1122,ul. Ślężańska,25,54-153,Ślężańska 25
pa_41849,ul_1122,ul. Ślężańska,7,54-153,Ślężańska 7
pa_21988,ul_1122,ul. Ślężańska,7a,54-153,Ślężańska 7a
pa_32948,ul_1122,ul. Ślężańska,7b,54-153,Ślężańska 7b
pa_19624,ul_1122,ul. Ślężańska,7c,54-153,Ślężańska 7c
pa_17489,ul_1122,ul. Ślężańska,7d,54-153,Ślężańska 7d
pa_19014,ul_1122,ul. Ślężańska,9,54-153,Ślężańska 9
pa_36661,ul_1122,ul. Ślężańska,9a,54-153,Ślężańska 9a
pa_44479,ul_1122,ul. Ślężańska,9b,54-153,Ślężańska 9b
pa_28943,ul_1122,ul. Ślężańska,9c,54-153,Ślężańska 9c
pa_16708,ul_1122,ul. Ślężańska,9d,54-153,Ślężańska 9d
pa_63789,ul_1123,ul. Ślężna,102,53-111,Ślężna 102
pa_63790,ul_1123,ul. Ślężna,104,53-111,Ślężna 104
pa_63791,ul_1123,ul. Ślężna,106,53-111,Ślężna 106
pa_20923,ul_1123,ul. Ślężna,108,53-111,Ślężna 108
pa_42171,ul_1123,ul. Ślężna,11,53-301,Ślężna 11
pa_25363,ul_1123,ul. Ślężna,110,53-111,Ślężna 110
pa_4596,ul_1123,ul. Ślężna,112,53-111,Ślężna 112
pa_4715,ul_1123,ul. Ślężna,112a,53-111,Ślężna 112a
pa_2288,ul_1123,ul. Ślężna,112b,53-111,Ślężna 112b
pa_1441,ul_1123,ul. Ślężna,112c,53-111,Ślężna 112c
pa_4286,ul_1123,ul. Ślężna,112d,53-111,Ślężna 112d
pa_44126,ul_1123,ul. Ślężna,114,53-111,Ślężna 114
pa_66937,ul_1123,ul. Ślężna,114a,53-111,Ślężna 114a
pa_66938,ul_1123,ul. Ślężna,114b,53-111,Ślężna 114b
pa_66939,ul_1123,ul. Ślężna,114c,53-111,Ślężna 114c
pa_66940,ul_1123,ul. Ślężna,114d,53-111,Ślężna 114d
pa_66941,ul_1123,ul. Ślężna,114e,53-111,Ślężna 114e
pa_66943,ul_1123,ul. Ślężna,114f,53-111,Ślężna 114f
pa_66944,ul_1123,ul. Ślężna,114g,53-111,Ślężna 114g
pa_66945,ul_1123,ul. Ślężna,114h,53-111,Ślężna 114h
pa_66946,ul_1123,ul. Ślężna,114k,53-111,Ślężna 114k
pa_66947,ul_1123,ul. Ślężna,114m,53-111,Ślężna 114m
pa_66948,ul_1123,ul. Ślężna,114n,53-111,Ślężna 114n
pa_66949,ul_1123,ul. Ślężna,114p,53-111,Ślężna 114p
pa_66950,ul_1123,ul. Ślężna,114r,53-111,Ślężna 114r
pa_66951,ul_1123,ul. Ślężna,114s,53-111,Ślężna 114s
pa_56349,ul_1123,ul. Ślężna,115-129,53-305,Ślężna 115-129
pa_2217,ul_1123,ul. Ślężna,116a,53-111,Ślężna 116a
pa_994,ul_1123,ul. Ślężna,116b,53-111,Ślężna 116b
pa_995,ul_1123,ul. Ślężna,116c,53-111,Ślężna 116c
pa_996,ul_1123,ul. Ślężna,116d,53-111,Ślężna 116d
pa_997,ul_1123,ul. Ślężna,116e,53-111,Ślężna 116e
pa_998,ul_1123,ul. Ślężna,116f,53-111,Ślężna 116f
pa_17497,ul_1123,ul. Ślężna,118,53-111,Ślężna 118
pa_26924,ul_1123,ul. Ślężna,129a,53-305,Ślężna 129a
pa_35804,ul_1123,ul. Ślężna,13,53-301,Ślężna 13
pa_15847,ul_1123,ul. Ślężna,130-134,53-111,Ślężna 130-134
pa_30373,ul_1123,ul. Ślężna,136,53-111,Ślężna 136
pa_49609,ul_1123,ul. Ślężna,136a,53-111,Ślężna 136a
pa_8415,ul_1123,ul. Ślężna,138,53-111,Ślężna 138
pa_53267,ul_1123,ul. Ślężna,138a,53-111,Ślężna 138a
pa_27753,ul_1123,ul. Ślężna,144,53-111,Ślężna 144
pa_33055,ul_1123,ul. Ślężna,146,53-111,Ślężna 146
pa_53532,ul_1123,ul. Ślężna,146a,53-111,Ślężna 146a
pa_50550,ul_1123,ul. Ślężna,148,53-111,Ślężna 148
pa_23849,ul_1123,ul. Ślężna,15,53-301,Ślężna 15
pa_37658,ul_1123,ul. Ślężna,151,53-110,Ślężna 151
pa_35835,ul_1123,ul. Ślężna,153,53-110,Ślężna 153
pa_13068,ul_1123,ul. Ślężna,155,53-110,Ślężna 155
pa_35454,ul_1123,ul. Ślężna,158,53-111,Ślężna 158
pa_8238,ul_1123,ul. Ślężna,158a,53-111,Ślężna 158a
pa_13147,ul_1123,ul. Ślężna,158b,53-111,Ślężna 158b
pa_51908,ul_1123,ul. Ślężna,158c,53-111,Ślężna 158c
pa_22725,ul_1123,ul. Ślężna,160,53-111,Ślężna 160
pa_8414,ul_1123,ul. Ślężna,161,53-110,Ślężna 161
pa_46178,ul_1123,ul. Ślężna,161a,53-110,Ślężna 161a
pa_43754,ul_1123,ul. Ślężna,162,53-111,Ślężna 162
pa_44293,ul_1123,ul. Ślężna,163,53-110,Ślężna 163
pa_51808,ul_1123,ul. Ślężna,164,53-111,Ślężna 164
pa_10846,ul_1123,ul. Ślężna,165,53-110,Ślężna 165
pa_27783,ul_1123,ul. Ślężna,166,53-111,Ślężna 166
pa_15507,ul_1123,ul. Ślężna,167,53-110,Ślężna 167
pa_18477,ul_1123,ul. Ślężna,167a,53-110,Ślężna 167a
pa_42443,ul_1123,ul. Ślężna,168,53-111,Ślężna 168
pa_34936,ul_1123,ul. Ślężna,169,53-110,Ślężna 169
pa_44454,ul_1123,ul. Ślężna,17,53-301,Ślężna 17
pa_23523,ul_1123,ul. Ślężna,170,53-111,Ślężna 170
pa_34322,ul_1123,ul. Ślężna,171,53-110,Ślężna 171
pa_40574,ul_1123,ul. Ślężna,171a,53-110,Ślężna 171a
pa_58446,ul_1123,ul. Ślężna,172,53-111,Ślężna 172
pa_55463,ul_1123,ul. Ślężna,173,53-110,Ślężna 173
pa_44322,ul_1123,ul. Ślężna,173a,53-110,Ślężna 173a
pa_22834,ul_1123,ul. Ślężna,174,53-111,Ślężna 174
pa_57430,ul_1123,ul. Ślężna,175,53-110,Ślężna 175
pa_18770,ul_1123,ul. Ślężna,176,53-111,Ślężna 176
pa_78285,ul_1123,ul. Ślężna,176b,53-111,Ślężna 176b
pa_6615,ul_1123,ul. Ślężna,177,53-110,Ślężna 177
pa_49586,ul_1123,ul. Ślężna,178,53-111,Ślężna 178
pa_12769,ul_1123,ul. Ślężna,178a,53-111,Ślężna 178a
pa_55539,ul_1123,ul. Ślężna,178b,53-111,Ślężna 178b
pa_55410,ul_1123,ul. Ślężna,179,53-110,Ślężna 179
pa_39324,ul_1123,ul. Ślężna,180,53-111,Ślężna 180
pa_7168,ul_1123,ul. Ślężna,180a,53-111,Ślężna 180a
pa_56420,ul_1123,ul. Ślężna,180b,53-111,Ślężna 180b
pa_17535,ul_1123,ul. Ślężna,181,53-110,Ślężna 181
pa_39726,ul_1123,ul. Ślężna,182,53-113,Ślężna 182
pa_57756,ul_1123,ul. Ślężna,183,53-110,Ślężna 183
pa_39135,ul_1123,ul. Ślężna,184,53-113,Ślężna 184
pa_45934,ul_1123,ul. Ślężna,185,53-110,Ślężna 185
pa_29396,ul_1123,ul. Ślężna,185a,53-110,Ślężna 185a
pa_21439,ul_1123,ul. Ślężna,186,53-113,Ślężna 186
pa_23051,ul_1123,ul. Ślężna,187,53-110,Ślężna 187
pa_52824,ul_1123,ul. Ślężna,188,53-113,Ślężna 188
pa_20280,ul_1123,ul. Ślężna,189,53-110,Ślężna 189
pa_10495,ul_1123,ul. Ślężna,190,53-113,Ślężna 190
pa_35299,ul_1123,ul. Ślężna,191,53-110,Ślężna 191
pa_55829,ul_1123,ul. Ślężna,191a,53-110,Ślężna 191a
pa_24922,ul_1123,ul. Ślężna,192,53-113,Ślężna 192
pa_51641,ul_1123,ul. Ślężna,193,53-112,Ślężna 193
pa_29215,ul_1123,ul. Ślężna,194,53-113,Ślężna 194
pa_26715,ul_1123,ul. Ślężna,195,53-112,Ślężna 195
pa_25810,ul_1123,ul. Ślężna,196,53-113,Ślężna 196
pa_19231,ul_1123,ul. Ślężna,197,53-112,Ślężna 197
pa_39331,ul_1123,ul. Ślężna,198,53-113,Ślężna 198
pa_53103,ul_1123,ul. Ślężna,199,53-112,Ślężna 199
pa_53941,ul_1123,ul. Ślężna,200,53-113,Ślężna 200
pa_51567,ul_1123,ul. Ślężna,201,53-112,Ślężna 201
pa_50736,ul_1123,ul. Ślężna,202,53-113,Ślężna 202
pa_39895,ul_1123,ul. Ślężna,203,53-112,Ślężna 203
pa_43970,ul_1123,ul. Ślężna,203a,53-112,Ślężna 203a
pa_29961,ul_1123,ul. Ślężna,204,53-113,Ślężna 204
pa_20982,ul_1123,ul. Ślężna,205,53-112,Ślężna 205
pa_16485,ul_1123,ul. Ślężna,206,53-113,Ślężna 206
pa_28105,ul_1123,ul. Ślężna,207,53-112,Ślężna 207
pa_25937,ul_1123,ul. Ślężna,208,53-113,Ślężna 208
pa_48189,ul_1123,ul. Ślężna,209,53-112,Ślężna 209
pa_11628,ul_1123,ul. Ślężna,21,53-301,Ślężna 21
pa_59175,ul_1123,ul. Ślężna,210,53-113,Ślężna 210
pa_33580,ul_1123,ul. Ślężna,211,53-112,Ślężna 211
pa_54787,ul_1123,ul. Ślężna,212,53-113,Ślężna 212
pa_53627,ul_1123,ul. Ślężna,213,53-112,Ślężna 213
pa_40733,ul_1123,ul. Ślężna,214,53-113,Ślężna 214
pa_7344,ul_1123,ul. Ślężna,215,53-112,Ślężna 215
pa_58614,ul_1123,ul. Ślężna,215a,53-112,Ślężna 215a
pa_25801,ul_1123,ul. Ślężna,216,53-113,Ślężna 216
pa_17896,ul_1123,ul. Ślężna,217,53-112,Ślężna 217
pa_21919,ul_1123,ul. Ślężna,218,53-113,Ślężna 218
pa_8099,ul_1123,ul. Ślężna,219,53-112,Ślężna 219
pa_43677,ul_1123,ul. Ślężna,220,53-113,Ślężna 220
pa_59307,ul_1123,ul. Ślężna,221,53-112,Ślężna 221
pa_45240,ul_1123,ul. Ślężna,223,53-112,Ślężna 223
pa_15015,ul_1123,ul. Ślężna,2-24,53-302,Ślężna 2-24
pa_31047,ul_1123,ul. Ślężna,224,53-113,Ślężna 224
pa_20970,ul_1123,ul. Ślężna,225,53-112,Ślężna 225
pa_58174,ul_1123,ul. Ślężna,226,53-113,Ślężna 226
pa_37467,ul_1123,ul. Ślężna,227,53-112,Ślężna 227
pa_40460,ul_1123,ul. Ślężna,23,53-301,Ślężna 23
pa_49739,ul_1123,ul. Ślężna,25,53-301,Ślężna 25
pa_1235,ul_1123,ul. Ślężna,26,53-302,Ślężna 26
pa_10101,ul_1123,ul. Ślężna,27,53-301,Ślężna 27
pa_1236,ul_1123,ul. Ślężna,28,53-302,Ślężna 28
pa_26529,ul_1123,ul. Ślężna,29,53-301,Ślężna 29
pa_44982,ul_1123,ul. Ślężna,33,53-301,Ślężna 33
pa_38380,ul_1123,ul. Ślężna,35-37,53-301,Ślężna 35-37
pa_20633,ul_1123,ul. Ślężna,37/39,53-301,Ślężna 37/39
pa_38342,ul_1123,ul. Ślężna,41,53-301,Ślężna 41
pa_36020,ul_1123,ul. Ślężna,78-82,53-306,Ślężna 78-82
pa_5883,ul_1123,ul. Ślężna,82a,53-306,Ślężna 82a
pa_36686,ul_1123,ul. Ślężna,84-86,53-306,Ślężna 84-86
pa_4627,ul_1123,ul. Ślężna,88,53-306,Ślężna 88
pa_5745,ul_1123,ul. Ślężna,88a,53-306,Ślężna 88a
pa_47408,ul_1123,ul. Ślężna,9,53-301,Ślężna 9
pa_3549,ul_1123,ul. Ślężna,90,53-111,Ślężna 90
pa_4420,ul_1123,ul. Ślężna,92,53-111,Ślężna 92
pa_4632,ul_1123,ul. Ślężna,94,53-111,Ślężna 94
pa_11078,ul_1123,ul. Ślężna,96,53-111,Ślężna 96
pa_18773,ul_1124,ul. Śliczna,10,50-566,Śliczna 10
pa_57407,ul_1124,ul. Śliczna,11,50-566,Śliczna 11
pa_29604,ul_1124,ul. Śliczna,12,50-566,Śliczna 12
pa_29287,ul_1124,ul. Śliczna,1-3,50-566,Śliczna 1-3
pa_57711,ul_1124,ul. Śliczna,13,50-566,Śliczna 13
pa_19138,ul_1124,ul. Śliczna,14,50-566,Śliczna 14
pa_20871,ul_1124,ul. Śliczna,15,50-566,Śliczna 15
pa_42187,ul_1124,ul. Śliczna,16,50-566,Śliczna 16
pa_19704,ul_1124,ul. Śliczna,18,50-566,Śliczna 18
pa_23315,ul_1124,ul. Śliczna,2,50-566,Śliczna 2
pa_20012,ul_1124,ul. Śliczna,20,50-566,Śliczna 20
pa_42459,ul_1124,ul. Śliczna,22,50-566,Śliczna 22
pa_10625,ul_1124,ul. Śliczna,22a,50-566,Śliczna 22a
pa_58141,ul_1124,ul. Śliczna,22b,50-566,Śliczna 22b
pa_37807,ul_1124,ul. Śliczna,22c,50-566,Śliczna 22c
pa_52121,ul_1124,ul. Śliczna,22d,50-566,Śliczna 22d
pa_16697,ul_1124,ul. Śliczna,22e,50-566,Śliczna 22e
pa_49022,ul_1124,ul. Śliczna,23,50-566,Śliczna 23
pa_38282,ul_1124,ul. Śliczna,24,50-566,Śliczna 24
pa_43909,ul_1124,ul. Śliczna,25,50-566,Śliczna 25
pa_31309,ul_1124,ul. Śliczna,26,50-566,Śliczna 26
pa_12248,ul_1124,ul. Śliczna,27,50-566,Śliczna 27
pa_48229,ul_1124,ul. Śliczna,28,50-566,Śliczna 28
pa_11082,ul_1124,ul. Śliczna,29,50-566,Śliczna 29
pa_6643,ul_1124,ul. Śliczna,30,50-566,Śliczna 30
pa_11819,ul_1124,ul. Śliczna,31,50-566,Śliczna 31
pa_13530,ul_1124,ul. Śliczna,32,50-566,Śliczna 32
pa_28427,ul_1124,ul. Śliczna,33,50-566,Śliczna 33
pa_20477,ul_1124,ul. Śliczna,34,50-566,Śliczna 34
pa_56085,ul_1124,ul. Śliczna,35,50-566,Śliczna 35
pa_56117,ul_1124,ul. Śliczna,36,50-566,Śliczna 36
pa_10057,ul_1124,ul. Śliczna,37,50-566,Śliczna 37
pa_45925,ul_1124,ul. Śliczna,38,50-566,Śliczna 38
pa_39037,ul_1124,ul. Śliczna,39,50-566,Śliczna 39
pa_6557,ul_1124,ul. Śliczna,4,50-566,Śliczna 4
pa_38571,ul_1124,ul. Śliczna,40,50-566,Śliczna 40
pa_49624,ul_1124,ul. Śliczna,41,50-566,Śliczna 41
pa_41227,ul_1124,ul. Śliczna,42,50-566,Śliczna 42
pa_23421,ul_1124,ul. Śliczna,43,50-566,Śliczna 43
pa_7299,ul_1124,ul. Śliczna,44,50-566,Śliczna 44
pa_28025,ul_1124,ul. Śliczna,44a,50-566,Śliczna 44a
pa_24268,ul_1124,ul. Śliczna,44b,50-566,Śliczna 44b
pa_43849,ul_1124,ul. Śliczna,45,50-566,Śliczna 45
pa_18972,ul_1124,ul. Śliczna,47,50-566,Śliczna 47
pa_29443,ul_1124,ul. Śliczna,49,50-566,Śliczna 49
pa_53571,ul_1124,ul. Śliczna,5,50-566,Śliczna 5
pa_38680,ul_1124,ul. Śliczna,51,50-566,Śliczna 51
pa_37638,ul_1124,ul. Śliczna,53,50-566,Śliczna 53
pa_10683,ul_1124,ul. Śliczna,54,50-566,Śliczna 54
pa_33016,ul_1124,ul. Śliczna,55,50-566,Śliczna 55
pa_18866,ul_1124,ul. Śliczna,56,50-566,Śliczna 56
pa_11416,ul_1124,ul. Śliczna,57,50-566,Śliczna 57
pa_18931,ul_1124,ul. Śliczna,58,50-566,Śliczna 58
pa_37445,ul_1124,ul. Śliczna,59,50-566,Śliczna 59
pa_44004,ul_1124,ul. Śliczna,5a,50-566,Śliczna 5a
pa_21067,ul_1124,ul. Śliczna,5b,50-566,Śliczna 5b
pa_47743,ul_1124,ul. Śliczna,6,50-566,Śliczna 6
pa_39268,ul_1124,ul. Śliczna,60,50-566,Śliczna 60
pa_54489,ul_1124,ul. Śliczna,62,50-566,Śliczna 62
pa_45529,ul_1124,ul. Śliczna,64,50-566,Śliczna 64
pa_17495,ul_1124,ul. Śliczna,66,50-566,Śliczna 66
pa_21908,ul_1124,ul. Śliczna,7,50-566,Śliczna 7
pa_10199,ul_1124,ul. Śliczna,7a,50-566,Śliczna 7a
pa_12843,ul_1124,ul. Śliczna,8,50-566,Śliczna 8
pa_55091,ul_1124,ul. Śliczna,9,50-566,Śliczna 9
pa_67602,ul_1125,ul. Śliwkowa,26,50-508,Śliwkowa 26
pa_22962,ul_1125,ul. Śliwkowa,28,50-508,Śliwkowa 28
pa_45051,ul_2034,ul. Ślusarska,1,53-207,Ślusarska 1
pa_51208,ul_2034,ul. Ślusarska,10,53-207,Ślusarska 10
pa_56541,ul_2034,ul. Ślusarska,10a,53-207,Ślusarska 10a
pa_48269,ul_2034,ul. Ślusarska,11,53-207,Ślusarska 11
pa_28653,ul_2034,ul. Ślusarska,11a,53-207,Ślusarska 11a
pa_39381,ul_2034,ul. Ślusarska,12,53-207,Ślusarska 12
pa_28744,ul_2034,ul. Ślusarska,13,53-207,Ślusarska 13
pa_50905,ul_2034,ul. Ślusarska,14,53-207,Ślusarska 14
pa_57251,ul_2034,ul. Ślusarska,14a,53-207,Ślusarska 14a
pa_35259,ul_2034,ul. Ślusarska,15,53-207,Ślusarska 15
pa_41869,ul_2034,ul. Ślusarska,15a,53-207,Ślusarska 15a
pa_23460,ul_2034,ul. Ślusarska,16,53-207,Ślusarska 16
pa_54565,ul_2034,ul. Ślusarska,17,53-207,Ślusarska 17
pa_16544,ul_2034,ul. Ślusarska,18,53-207,Ślusarska 18
pa_6907,ul_2034,ul. Ślusarska,19,53-207,Ślusarska 19
pa_52237,ul_2034,ul. Ślusarska,19a,53-207,Ślusarska 19a
pa_36447,ul_2034,ul. Ślusarska,19b,53-207,Ślusarska 19b
pa_49432,ul_2034,ul. Ślusarska,2,53-207,Ślusarska 2
pa_40800,ul_2034,ul. Ślusarska,20,53-207,Ślusarska 20
pa_42141,ul_2034,ul. Ślusarska,22,53-207,Ślusarska 22
pa_9801,ul_2034,ul. Ślusarska,22a,53-207,Ślusarska 22a
pa_11912,ul_2034,ul. Ślusarska,22b,53-207,Ślusarska 22b
pa_9819,ul_2034,ul. Ślusarska,24,53-207,Ślusarska 24
pa_47997,ul_2034,ul. Ślusarska,24a,53-207,Ślusarska 24a
pa_13150,ul_2034,ul. Ślusarska,26,53-207,Ślusarska 26
pa_47098,ul_2034,ul. Ślusarska,26a,53-207,Ślusarska 26a
pa_46809,ul_2034,ul. Ślusarska,28,53-207,Ślusarska 28
pa_24057,ul_2034,ul. Ślusarska,28a,53-207,Ślusarska 28a
pa_30539,ul_2034,ul. Ślusarska,2a,53-207,Ślusarska 2a
pa_14598,ul_2034,ul. Ślusarska,3,53-207,Ślusarska 3
pa_20384,ul_2034,ul. Ślusarska,30,53-207,Ślusarska 30
pa_42565,ul_2034,ul. Ślusarska,30a,53-207,Ślusarska 30a
pa_42052,ul_2034,ul. Ślusarska,32,53-207,Ślusarska 32
pa_20495,ul_2034,ul. Ślusarska,32a,53-207,Ślusarska 32a
pa_41225,ul_2034,ul. Ślusarska,34,53-207,Ślusarska 34
pa_59476,ul_2034,ul. Ślusarska,34a,53-207,Ślusarska 34a
pa_17338,ul_2034,ul. Ślusarska,36,53-207,Ślusarska 36
pa_9679,ul_2034,ul. Ślusarska,36a,53-207,Ślusarska 36a
pa_49064,ul_2034,ul. Ślusarska,38,53-207,Ślusarska 38
pa_43382,ul_2034,ul. Ślusarska,38a,53-207,Ślusarska 38a
pa_33356,ul_2034,ul. Ślusarska,4,53-207,Ślusarska 4
pa_47037,ul_2034,ul. Ślusarska,40,53-207,Ślusarska 40
pa_59276,ul_2034,ul. Ślusarska,40a,53-207,Ślusarska 40a
pa_41143,ul_2034,ul. Ślusarska,42,53-207,Ślusarska 42
